date,location,daily_vaccinations
2/19/21,Connecticut,27991
2/20/21,Connecticut,27579
2/21/21,Connecticut,26547
2/22/21,Connecticut,27122
2/23/21,Connecticut,25963
2/24/21,Connecticut,24835
2/25/21,Connecticut,22680
2/26/21,Connecticut,18791
2/27/21,Connecticut,18913
2/28/21,Connecticut,20562
3/1/21,Connecticut,21218
3/2/21,Connecticut,21039
3/3/21,Connecticut,21335
3/4/21,Connecticut,23052
3/5/21,Connecticut,23909
3/6/21,Connecticut,25272
3/7/21,Connecticut,27307
3/8/21,Connecticut,28223
3/9/21,Connecticut,29362
3/10/21,Connecticut,30172
3/11/21,Connecticut,30998
3/12/21,Connecticut,31976
3/13/21,Connecticut,36344
3/14/21,Connecticut,30845
3/15/21,Connecticut,30511
3/16/21,Connecticut,30664
3/17/21,Connecticut,30144
3/18/21,Connecticut,30092
3/19/21,Connecticut,29447
3/20/21,Connecticut,24994
3/21/21,Connecticut,30223
3/22/21,Connecticut,30843
3/23/21,Connecticut,30939
3/24/21,Connecticut,31102
3/25/21,Connecticut,31745
3/26/21,Connecticut,31795
3/27/21,Connecticut,32481
3/28/21,Connecticut,33028
3/29/21,Connecticut,33324
3/30/21,Connecticut,35386
3/31/21,Connecticut,36137
4/1/21,Connecticut,36534
4/2/21,Connecticut,37357
4/3/21,Connecticut,39768
4/4/21,Connecticut,40602
4/5/21,Connecticut,41015
4/6/21,Connecticut,37368
4/7/21,Connecticut,38964
4/8/21,Connecticut,40945
4/9/21,Connecticut,43629
4/10/21,Connecticut,42802
4/11/21,Connecticut,44741
4/12/21,Connecticut,45702
4/13/21,Connecticut,49356
4/14/21,Connecticut,49286
4/15/21,Connecticut,47576
4/16/21,Connecticut,47224
4/17/21,Connecticut,47019
4/18/21,Connecticut,45538
4/19/21,Connecticut,44297
4/20/21,Connecticut,43276
4/21/21,Connecticut,42592
4/22/21,Connecticut,43003
4/23/21,Connecticut,40810
4/24/21,Connecticut,40858
4/25/21,Connecticut,40804
4/26/21,Connecticut,40782
4/27/21,Connecticut,39645
4/28/21,Connecticut,39552
4/29/21,Connecticut,38710
4/30/21,Connecticut,37649
5/1/21,Connecticut,36764
5/2/21,Connecticut,34878
5/3/21,Connecticut,32505
5/4/21,Connecticut,31994
5/5/21,Connecticut,30584
5/6/21,Connecticut,30557
5/7/21,Connecticut,30925
5/8/21,Connecticut,30099
1/12/21,Delaware,
1/13/21,Delaware,2003
1/14/21,Delaware,2340
1/15/21,Delaware,1560
1/16/21,Delaware,1887
1/17/21,Delaware,2083
1/18/21,Delaware,2213
1/19/21,Delaware,2307
1/20/21,Delaware,2461
1/21/21,Delaware,2611
1/22/21,Delaware,3310
1/23/21,Delaware,3724
1/24/21,Delaware,3909
1/25/21,Delaware,3889
1/26/21,Delaware,3707
1/27/21,Delaware,4544
1/28/21,Delaware,4703
1/29/21,Delaware,4720
1/30/21,Delaware,4641
1/31/21,Delaware,5110
2/1/21,Delaware,5112
2/2/21,Delaware,5038
2/3/21,Delaware,4299
2/4/21,Delaware,4071
2/5/21,Delaware,3847
2/6/21,Delaware,3709
2/7/21,Delaware,3353
2/8/21,Delaware,3422
2/9/21,Delaware,3393
2/10/21,Delaware,3225
2/11/21,Delaware,3227
2/12/21,Delaware,3195
2/13/21,Delaware,3375
2/14/21,Delaware,3287
2/15/21,Delaware,3252
2/16/21,Delaware,3552
2/17/21,Delaware,3571
2/18/21,Delaware,3782
2/19/21,Delaware,5531
2/20/21,Delaware,5500
2/21/21,Delaware,4929
2/22/21,Delaware,4927
2/23/21,Delaware,4890
2/24/21,Delaware,4961
2/25/21,Delaware,5098
2/26/21,Delaware,4063
2/27/21,Delaware,4591
2/28/21,Delaware,5482
3/1/21,Delaware,5925
3/2/21,Delaware,5543
3/3/21,Delaware,6833
3/4/21,Delaware,7237
3/5/21,Delaware,7327
3/6/21,Delaware,7409
3/7/21,Delaware,8022
3/8/21,Delaware,7900
3/9/21,Delaware,8526
3/10/21,Delaware,6799
3/11/21,Delaware,7643
3/12/21,Delaware,7564
3/13/21,Delaware,7598
3/14/21,Delaware,6046
3/15/21,Delaware,7603
3/16/21,Delaware,7618
3/17/21,Delaware,8702
3/18/21,Delaware,7839
3/19/21,Delaware,7720
3/20/21,Delaware,7768
3/21/21,Delaware,9222
3/22/21,Delaware,7894
3/23/21,Delaware,7247
3/24/21,Delaware,7289
3/25/21,Delaware,7438
3/26/21,Delaware,7935
3/27/21,Delaware,7996
3/28/21,Delaware,8061
3/29/21,Delaware,8344
3/30/21,Delaware,9184
3/31/21,Delaware,9467
4/1/21,Delaware,9611
4/2/21,Delaware,9775
4/3/21,Delaware,10083
4/4/21,Delaware,9975
4/5/21,Delaware,9838
4/6/21,Delaware,9374
4/7/21,Delaware,9225
4/8/21,Delaware,8959
4/9/21,Delaware,9124
4/10/21,Delaware,8973
4/11/21,Delaware,9646
4/12/21,Delaware,9427
4/13/21,Delaware,9831
4/14/21,Delaware,10233
4/15/21,Delaware,10796
4/16/21,Delaware,10834
4/17/21,Delaware,10813
4/18/21,Delaware,10349
4/19/21,Delaware,10670
4/20/21,Delaware,10645
4/21/21,Delaware,10398
4/22/21,Delaware,10115
4/23/21,Delaware,9861
4/24/21,Delaware,9681
4/25/21,Delaware,9808
4/26/21,Delaware,9510
4/27/21,Delaware,9526
4/28/21,Delaware,9580
4/29/21,Delaware,9342
4/30/21,Delaware,9254
5/1/21,Delaware,9473
5/2/21,Delaware,9136
5/3/21,Delaware,8591
5/4/21,Delaware,8282
5/5/21,Delaware,7694
5/6/21,Delaware,6439
5/7/21,Delaware,7252
5/8/21,Delaware,6630
1/12/21,Dept of Defense,
1/13/21,Dept of Defense,554
1/14/21,Dept of Defense,20142
1/15/21,Dept of Defense,20682
1/16/21,Dept of Defense,18842
1/17/21,Dept of Defense,17738
1/18/21,Dept of Defense,17003
1/19/21,Dept of Defense,16477
1/20/21,Dept of Defense,16696
1/21/21,Dept of Defense,13536
1/22/21,Dept of Defense,13001
1/23/21,Dept of Defense,13823
1/24/21,Dept of Defense,15474
1/25/21,Dept of Defense,14961
1/26/21,Dept of Defense,13057
1/27/21,Dept of Defense,15592
1/28/21,Dept of Defense,16493
1/29/21,Dept of Defense,17604
1/30/21,Dept of Defense,19770
1/31/21,Dept of Defense,20675
2/1/21,Dept of Defense,19849
2/2/21,Dept of Defense,20600
2/3/21,Dept of Defense,20422
2/4/21,Dept of Defense,20132
2/5/21,Dept of Defense,20523
2/6/21,Dept of Defense,19825
2/7/21,Dept of Defense,20045
2/8/21,Dept of Defense,21115
2/9/21,Dept of Defense,20997
2/10/21,Dept of Defense,21207
2/11/21,Dept of Defense,21226
2/12/21,Dept of Defense,20337
2/13/21,Dept of Defense,19658
2/14/21,Dept of Defense,18608
2/15/21,Dept of Defense,17202
2/16/21,Dept of Defense,16797
2/17/21,Dept of Defense,14529
2/18/21,Dept of Defense,16009
2/19/21,Dept of Defense,15476
2/20/21,Dept of Defense,14929
2/21/21,Dept of Defense,14712
2/22/21,Dept of Defense,16079
2/23/21,Dept of Defense,16198
2/24/21,Dept of Defense,18271
2/25/21,Dept of Defense,16528
2/26/21,Dept of Defense,16962
2/27/21,Dept of Defense,18152
2/28/21,Dept of Defense,19717
3/1/21,Dept of Defense,18451
3/2/21,Dept of Defense,18257
3/3/21,Dept of Defense,18690
3/4/21,Dept of Defense,18942
3/5/21,Dept of Defense,19496
3/6/21,Dept of Defense,19522
3/7/21,Dept of Defense,19726
3/8/21,Dept of Defense,20970
3/9/21,Dept of Defense,46373
3/10/21,Dept of Defense,46575
3/11/21,Dept of Defense,47779
3/12/21,Dept of Defense,48386
3/13/21,Dept of Defense,49300
3/14/21,Dept of Defense,44119
3/15/21,Dept of Defense,50500
3/16/21,Dept of Defense,26567
3/17/21,Dept of Defense,26783
3/18/21,Dept of Defense,26927
3/19/21,Dept of Defense,27076
3/20/21,Dept of Defense,27198
3/21/21,Dept of Defense,33427
3/22/21,Dept of Defense,26256
3/23/21,Dept of Defense,25119
3/24/21,Dept of Defense,23314
3/25/21,Dept of Defense,21367
3/26/21,Dept of Defense,27479
3/27/21,Dept of Defense,28224
3/28/21,Dept of Defense,28620
3/29/21,Dept of Defense,29573
3/30/21,Dept of Defense,30454
3/31/21,Dept of Defense,33150
4/1/21,Dept of Defense,35509
4/2/21,Dept of Defense,29665
4/3/21,Dept of Defense,29962
4/4/21,Dept of Defense,29744
4/5/21,Dept of Defense,29558
4/6/21,Dept of Defense,29280
4/7/21,Dept of Defense,28768
4/8/21,Dept of Defense,29462
4/9/21,Dept of Defense,29880
4/10/21,Dept of Defense,30612
4/11/21,Dept of Defense,32450
4/12/21,Dept of Defense,33547
4/13/21,Dept of Defense,34715
4/14/21,Dept of Defense,35833
4/15/21,Dept of Defense,36055
4/16/21,Dept of Defense,35904
4/17/21,Dept of Defense,35230
4/18/21,Dept of Defense,34044
4/19/21,Dept of Defense,35335
4/20/21,Dept of Defense,34486
4/21/21,Dept of Defense,33505
4/22/21,Dept of Defense,32298
4/23/21,Dept of Defense,32127
4/24/21,Dept of Defense,32235
4/25/21,Dept of Defense,32134
4/26/21,Dept of Defense,29759
4/27/21,Dept of Defense,30302
4/28/21,Dept of Defense,29839
4/29/21,Dept of Defense,29871
4/30/21,Dept of Defense,29656
5/1/21,Dept of Defense,24766
5/2/21,Dept of Defense,23709
5/3/21,Dept of Defense,27070
5/4/21,Dept of Defense,28009
5/5/21,Dept of Defense,27927
5/6/21,Dept of Defense,27500
5/7/21,Dept of Defense,27224
5/8/21,Dept of Defense,30667
1/12/21,District of Columbia,
1/13/21,District of Columbia,3237
1/14/21,District of Columbia,3434
1/15/21,District of Columbia,3374
1/16/21,District of Columbia,3159
1/17/21,District of Columbia,3030
1/18/21,District of Columbia,2944
1/19/21,District of Columbia,2882
1/20/21,District of Columbia,2669
1/21/21,District of Columbia,2633
1/22/21,District of Columbia,2419
1/23/21,District of Columbia,2478
1/24/21,District of Columbia,2490
1/25/21,District of Columbia,2388
1/26/21,District of Columbia,2109
1/27/21,District of Columbia,2336
1/28/21,District of Columbia,2247
1/29/21,District of Columbia,2352
1/30/21,District of Columbia,2411
1/31/21,District of Columbia,2591
2/1/21,District of Columbia,2618
2/2/21,District of Columbia,2686
2/3/21,District of Columbia,2426
2/4/21,District of Columbia,3322
2/5/21,District of Columbia,3648
2/6/21,District of Columbia,3623
2/7/21,District of Columbia,3613
2/8/21,District of Columbia,3708
2/9/21,District of Columbia,3560
2/10/21,District of Columbia,3344
2/11/21,District of Columbia,2518
2/12/21,District of Columbia,2178
2/13/21,District of Columbia,2033
2/14/21,District of Columbia,2213
2/15/21,District of Columbia,2204
2/16/21,District of Columbia,2575
2/17/21,District of Columbia,2855
2/18/21,District of Columbia,2674
2/19/21,District of Columbia,6143
2/20/21,District of Columbia,6197
2/21/21,District of Columbia,5909
2/22/21,District of Columbia,5757
2/23/21,District of Columbia,5746
2/24/21,District of Columbia,5983
2/25/21,District of Columbia,6085
2/26/21,District of Columbia,2705
2/27/21,District of Columbia,3587
2/28/21,District of Columbia,4582
3/1/21,District of Columbia,4834
3/2/21,District of Columbia,4641
3/3/21,District of Columbia,4535
3/4/21,District of Columbia,4913
3/5/21,District of Columbia,5099
3/6/21,District of Columbia,5127
3/7/21,District of Columbia,4447
3/8/21,District of Columbia,4580
3/9/21,District of Columbia,4779
3/10/21,District of Columbia,5157
3/11/21,District of Columbia,5234
3/12/21,District of Columbia,5479
3/13/21,District of Columbia,5128
3/14/21,District of Columbia,5518
3/15/21,District of Columbia,5869
3/16/21,District of Columbia,5965
3/17/21,District of Columbia,6193
3/18/21,District of Columbia,5927
3/19/21,District of Columbia,5847
3/20/21,District of Columbia,5731
3/21/21,District of Columbia,5456
3/22/21,District of Columbia,5115
3/23/21,District of Columbia,4991
3/24/21,District of Columbia,4543
3/25/21,District of Columbia,4947
3/26/21,District of Columbia,5141
3/27/21,District of Columbia,5448
3/28/21,District of Columbia,6037
3/29/21,District of Columbia,6675
3/30/21,District of Columbia,7100
3/31/21,District of Columbia,8708
4/1/21,District of Columbia,8739
4/2/21,District of Columbia,8801
4/3/21,District of Columbia,8872
4/4/21,District of Columbia,8372
4/5/21,District of Columbia,7662
4/6/21,District of Columbia,7618
4/7/21,District of Columbia,5547
4/8/21,District of Columbia,6495
4/9/21,District of Columbia,6613
4/10/21,District of Columbia,6915
4/11/21,District of Columbia,7211
4/12/21,District of Columbia,7886
4/13/21,District of Columbia,7742
4/14/21,District of Columbia,8398
4/15/21,District of Columbia,7872
4/16/21,District of Columbia,8029
4/17/21,District of Columbia,7941
4/18/21,District of Columbia,8237
4/19/21,District of Columbia,8425
4/20/21,District of Columbia,8369
4/21/21,District of Columbia,8615
4/22/21,District of Columbia,8190
4/23/21,District of Columbia,8243
4/24/21,District of Columbia,8202
4/25/21,District of Columbia,8045
4/26/21,District of Columbia,7854
4/27/21,District of Columbia,7978
4/28/21,District of Columbia,8033
4/29/21,District of Columbia,8061
4/30/21,District of Columbia,7569
5/1/21,District of Columbia,7203
5/2/21,District of Columbia,6788
5/3/21,District of Columbia,6240
5/4/21,District of Columbia,5734
5/5/21,District of Columbia,5376
5/6/21,District of Columbia,5092
5/7/21,District of Columbia,5152
5/8/21,District of Columbia,5560
1/12/21,Federated States of Micronesia,
1/13/21,Federated States of Micronesia,141
1/14/21,Federated States of Micronesia,90
1/15/21,Federated States of Micronesia,90
1/16/21,Federated States of Micronesia,114
1/17/21,Federated States of Micronesia,128
1/18/21,Federated States of Micronesia,138
1/19/21,Federated States of Micronesia,145
1/20/21,Federated States of Micronesia,170
1/21/21,Federated States of Micronesia,212
1/22/21,Federated States of Micronesia,260
1/23/21,Federated States of Micronesia,268
1/24/21,Federated States of Micronesia,241
1/25/21,Federated States of Micronesia,215
1/26/21,Federated States of Micronesia,220
1/27/21,Federated States of Micronesia,212
1/28/21,Federated States of Micronesia,202
1/29/21,Federated States of Micronesia,207
1/30/21,Federated States of Micronesia,173
1/31/21,Federated States of Micronesia,173
2/1/21,Federated States of Micronesia,336
2/2/21,Federated States of Micronesia,393
2/3/21,Federated States of Micronesia,430
2/4/21,Federated States of Micronesia,457
2/5/21,Federated States of Micronesia,434
2/6/21,Federated States of Micronesia,481
2/7/21,Federated States of Micronesia,493
2/8/21,Federated States of Micronesia,334
2/9/21,Federated States of Micronesia,286
2/10/21,Federated States of Micronesia,252
2/11/21,Federated States of Micronesia,238
2/12/21,Federated States of Micronesia,249
2/13/21,Federated States of Micronesia,271
2/14/21,Federated States of Micronesia,286
2/15/21,Federated States of Micronesia,321
2/16/21,Federated States of Micronesia,322
2/17/21,Federated States of Micronesia,369
2/18/21,Federated States of Micronesia,393
2/19/21,Federated States of Micronesia,406
2/20/21,Federated States of Micronesia,337
2/21/21,Federated States of Micronesia,397
2/22/21,Federated States of Micronesia,357
2/23/21,Federated States of Micronesia,317
2/24/21,Federated States of Micronesia,342
2/25/21,Federated States of Micronesia,314
2/26/21,Federated States of Micronesia,318
2/27/21,Federated States of Micronesia,390
2/28/21,Federated States of Micronesia,360
3/1/21,Federated States of Micronesia,404
3/2/21,Federated States of Micronesia,501
3/3/21,Federated States of Micronesia,456
3/4/21,Federated States of Micronesia,465
3/5/21,Federated States of Micronesia,468
3/6/21,Federated States of Micronesia,472
3/7/21,Federated States of Micronesia,433
3/8/21,Federated States of Micronesia,389
3/9/21,Federated States of Micronesia,347
3/10/21,Federated States of Micronesia,319
3/11/21,Federated States of Micronesia,302
3/12/21,Federated States of Micronesia,284
3/13/21,Federated States of Micronesia,279
3/14/21,Federated States of Micronesia,293
3/15/21,Federated States of Micronesia,299
3/16/21,Federated States of Micronesia,331
3/17/21,Federated States of Micronesia,351
3/18/21,Federated States of Micronesia,313
3/19/21,Federated States of Micronesia,363
3/20/21,Federated States of Micronesia,364
3/21/21,Federated States of Micronesia,346
3/22/21,Federated States of Micronesia,345
3/23/21,Federated States of Micronesia,291
3/24/21,Federated States of Micronesia,269
3/25/21,Federated States of Micronesia,306
3/26/21,Federated States of Micronesia,262
3/27/21,Federated States of Micronesia,236
3/28/21,Federated States of Micronesia,242
3/29/21,Federated States of Micronesia,266
3/30/21,Federated States of Micronesia,293
3/31/21,Federated States of Micronesia,318
4/1/21,Federated States of Micronesia,307
4/2/21,Federated States of Micronesia,245
4/3/21,Federated States of Micronesia,232
4/4/21,Federated States of Micronesia,214
4/5/21,Federated States of Micronesia,224
4/6/21,Federated States of Micronesia,207
4/7/21,Federated States of Micronesia,213
4/8/21,Federated States of Micronesia,221
4/9/21,Federated States of Micronesia,221
4/10/21,Federated States of Micronesia,279
4/11/21,Federated States of Micronesia,279
4/12/21,Federated States of Micronesia,264
4/13/21,Federated States of Micronesia,283
4/14/21,Federated States of Micronesia,265
4/15/21,Federated States of Micronesia,230
4/16/21,Federated States of Micronesia,321
4/17/21,Federated States of Micronesia,293
4/18/21,Federated States of Micronesia,293
4/19/21,Federated States of Micronesia,331
4/20/21,Federated States of Micronesia,327
4/21/21,Federated States of Micronesia,273
4/22/21,Federated States of Micronesia,273
4/23/21,Federated States of Micronesia,321
4/24/21,Federated States of Micronesia,258
4/25/21,Federated States of Micronesia,258
4/26/21,Federated States of Micronesia,327
4/27/21,Federated States of Micronesia,415
4/28/21,Federated States of Micronesia,415
4/29/21,Federated States of Micronesia,612
4/30/21,Federated States of Micronesia,474
5/1/21,Federated States of Micronesia,571
5/2/21,Federated States of Micronesia,571
5/3/21,Federated States of Micronesia,457
5/4/21,Federated States of Micronesia,358
5/5/21,Federated States of Micronesia,399
5/6/21,Federated States of Micronesia,255
5/7/21,Federated States of Micronesia,255
5/8/21,Federated States of Micronesia,274
1/12/21,Florida,
1/13/21,Florida,71958
1/14/21,Florida,70522
1/15/21,Florida,73214
1/16/21,Florida,75010
1/17/21,Florida,76089
1/18/21,Florida,76807
1/19/21,Florida,77321
1/20/21,Florida,76368
1/21/21,Florida,66499
1/22/21,Florida,65899
1/23/21,Florida,79360
1/24/21,Florida,75844
1/25/21,Florida,64359
1/26/21,Florida,57258
1/27/21,Florida,56074
1/28/21,Florida,66754
1/29/21,Florida,68838
1/30/21,Florida,57314
1/31/21,Florida,59262
2/1/21,Florida,65798
2/2/21,Florida,67522
2/3/21,Florida,71525
2/4/21,Florida,73786
2/5/21,Florida,66357
2/6/21,Florida,70806
2/7/21,Florida,92557
2/8/21,Florida,86021
2/9/21,Florida,97594
2/10/21,Florida,100338
2/11/21,Florida,104854
2/12/21,Florida,136471
2/13/21,Florida,137942
2/14/21,Florida,122904
2/15/21,Florida,132271
2/16/21,Florida,123957
2/17/21,Florida,123862
2/18/21,Florida,123071
2/19/21,Florida,140344
2/20/21,Florida,122067
2/21/21,Florida,131314
2/22/21,Florida,122457
2/23/21,Florida,115287
2/24/21,Florida,114305
2/25/21,Florida,112282
2/26/21,Florida,72297
2/27/21,Florida,88065
2/28/21,Florida,93910
3/1/21,Florida,93905
3/2/21,Florida,95984
3/3/21,Florida,94949
3/4/21,Florida,101286
3/5/21,Florida,106303
3/6/21,Florida,123715
3/7/21,Florida,122290
3/8/21,Florida,122410
3/9/21,Florida,126219
3/10/21,Florida,128975
3/11/21,Florida,145410
3/12/21,Florida,166386
3/13/21,Florida,188491
3/14/21,Florida,172548
3/15/21,Florida,173075
3/16/21,Florida,176638
3/17/21,Florida,180340
3/18/21,Florida,170088
3/19/21,Florida,152970
3/20/21,Florida,138571
3/21/21,Florida,154086
3/22/21,Florida,153563
3/23/21,Florida,150404
3/24/21,Florida,152025
3/25/21,Florida,154331
3/26/21,Florida,161041
3/27/21,Florida,150122
3/28/21,Florida,154874
3/29/21,Florida,155060
3/30/21,Florida,164950
3/31/21,Florida,166657
4/1/21,Florida,168390
4/2/21,Florida,168103
4/3/21,Florida,167914
4/4/21,Florida,184977
4/5/21,Florida,184369
4/6/21,Florida,177187
4/7/21,Florida,177565
4/8/21,Florida,188503
4/9/21,Florida,197104
4/10/21,Florida,205115
4/11/21,Florida,192345
4/12/21,Florida,216603
4/13/21,Florida,220399
4/14/21,Florida,213749
4/15/21,Florida,207087
4/16/21,Florida,199990
4/17/21,Florida,198529
4/18/21,Florida,212170
4/19/21,Florida,188071
4/20/21,Florida,185440
4/21/21,Florida,192906
4/22/21,Florida,186583
4/23/21,Florida,184891
4/24/21,Florida,174740
4/25/21,Florida,152192
4/26/21,Florida,172678
4/27/21,Florida,173147
4/28/21,Florida,171188
4/29/21,Florida,165262
4/30/21,Florida,156839
5/1/21,Florida,176482
5/2/21,Florida,146980
5/3/21,Florida,136806
5/4/21,Florida,129632
5/5/21,Florida,124384
5/6/21,Florida,125626
5/7/21,Florida,132080
5/8/21,Florida,109127
1/12/21,Georgia,
1/13/21,Georgia,28185
1/14/21,Georgia,30367
1/15/21,Georgia,20245
1/16/21,Georgia,20248
1/17/21,Georgia,20250
1/18/21,Georgia,20251
1/19/21,Georgia,20252
1/20/21,Georgia,28327
1/21/21,Georgia,31794
1/22/21,Georgia,53169
1/23/21,Georgia,50358
1/24/21,Georgia,47464
1/25/21,Georgia,44570
1/26/21,Georgia,50893
1/27/21,Georgia,45117
1/28/21,Georgia,44336
1/29/21,Georgia,29544
1/30/21,Georgia,36097
1/31/21,Georgia,43160
2/1/21,Georgia,46636
2/2/21,Georgia,38782
2/3/21,Georgia,37453
2/4/21,Georgia,34833
2/5/21,Georgia,34476
2/6/21,Georgia,34588
2/7/21,Georgia,34263
2/8/21,Georgia,33889
2/9/21,Georgia,34269
2/10/21,Georgia,35545
2/11/21,Georgia,37854
2/12/21,Georgia,31628
2/13/21,Georgia,32847
2/14/21,Georgia,41671
2/15/21,Georgia,41120
2/16/21,Georgia,41927
2/17/21,Georgia,35656
2/18/21,Georgia,42314
2/19/21,Georgia,63968
2/20/21,Georgia,65423
2/21/21,Georgia,59020
2/22/21,Georgia,59729
2/23/21,Georgia,58141
2/24/21,Georgia,63689
2/25/21,Georgia,56090
2/26/21,Georgia,41854
2/27/21,Georgia,40474
2/28/21,Georgia,31656
3/1/21,Georgia,28421
3/2/21,Georgia,29231
3/3/21,Georgia,30608
3/4/21,Georgia,32206
3/5/21,Georgia,34177
3/6/21,Georgia,34002
3/7/21,Georgia,42017
3/8/21,Georgia,45624
3/9/21,Georgia,45880
3/10/21,Georgia,39354
3/11/21,Georgia,42373
3/12/21,Georgia,49346
3/13/21,Georgia,53327
3/14/21,Georgia,55396
3/15/21,Georgia,56869
3/16/21,Georgia,57724
3/17/21,Georgia,57880
3/18/21,Georgia,60380
3/19/21,Georgia,44629
3/20/21,Georgia,61709
3/21/21,Georgia,64791
3/22/21,Georgia,70124
3/23/21,Georgia,67261
3/24/21,Georgia,78336
3/25/21,Georgia,75471
3/26/21,Georgia,88592
3/27/21,Georgia,72552
3/28/21,Georgia,72009
3/29/21,Georgia,69056
3/30/21,Georgia,72172
3/31/21,Georgia,70478
4/1/21,Georgia,73684
4/2/21,Georgia,74934
4/3/21,Georgia,75653
4/4/21,Georgia,63079
4/5/21,Georgia,67503
4/6/21,Georgia,70733
4/7/21,Georgia,86768
4/8/21,Georgia,84425
4/9/21,Georgia,86363
4/10/21,Georgia,73424
4/11/21,Georgia,73427
4/12/21,Georgia,61618
4/13/21,Georgia,114659
4/14/21,Georgia,85469
4/15/21,Georgia,87986
4/16/21,Georgia,86029
4/17/21,Georgia,100311
4/18/21,Georgia,113539
